,0
9065511,47.4852133841974
9084599,110.686737438325
9114263,30.2264685342938
9185551,42.6997462498645
9256495,43.9028076439096
9391021,11.0679250646071
9405692,73.7987220766307
9412517,106.924215579712
9465007,47.6621021139974
9491989,105.826597428593
9593960,7.68951056790733
9620697,53.1457619403311
9620698,87.9805174972084
9620699,43.8204486302483
9714705,52.5288976522501
9770542,31.5528976640059
9808463,75.4003340441179
9819271,32.5733504769717
9819274,27.6655693774312
9838166,11.2894981047121
9862924,20.5814867616902
9886448,19.3809675827849
9990082,83.5993018108145
10022492,23.6941441225255
10022494,28.1671745950770
10022496,14.0870321080075
10051677,18.3376550753095
10191322,41.8883480392053
10197540,17.8744195892916
10216270,7.18479422080066
10220229,18.2839349369937
10227106,17.8794378545241
10349031,31.4550324308641
10355680,25.6651263498861
10356062,49.2598554822025
10376114,70.2325113644734
10388802,32.6974874311273
10390028,74.5836696038438
10400972,42.0922382645313
10400975,13.2228723658304
10402199,30.2421168921622
10407201,11.9445978924988
10426417,25.0682927037671
10430955,49.4843037631584
10450888,111.942289863313
10450889,83.5166279257724
10506099,17.5719848835896
10531451,70.2765648723315
10545400,14.3682009358431
10554989,57.7824406220526
10554992,54.3996879747551
10554993,28.9259419224539
10557338,26.4662724902103
10559415,29.8308128570732
10561425,34.0852958696876
10571235,31.7184499236174
10586971,11.1151113754345
10594068,31.0824736319958
10600999,24.2189974377049
10601675,26.5424774739241
10617288,208.657301201433
10624956,29.0681022373956
10632617,75.0369166321479
10634893,41.6957279378956
10639391,12.9696610621263
10639399,14.9984108083923
10643727,10.2112730104130
10648437,119.641827376432
10651872,108.863518063476
10656524,4.75923905699536
10666552,19.4085060763107
10666559,10.9426184260767
10669519,7.75856485889259
10678698,55.1749083505510
10680764,26.6941596558104
10683393,32.6598810531487
10686176,17.7561262756062
10689056,39.9021771518658
10712490,27.3781626221936
10717412,7.14799287874816
10729350,29.4814594022041
10734010,10.1123449015937
10751455,58.8412362379384
10774738,28.1415552179076
10775540,12.0824280723804
10792453,35.6088229188563
10805701,19.2662886297458
10805707,31.9574355296135
10838149,11.9791755740414
10847597,15.4235095211389
10847601,61.3497981862763
10848570,20.1155320074027
10858628,8.44373328618364
10859133,32.8917310677009
10859136,21.4472966595225
10861020,28.4216251119397
10863028,34.4318084320961
10864232,9.70072943512013
10865104,19.0191386408561
10865105,13.3561942419636
10865107,22.8025348103035
10869575,20.6623017395919
10899227,35.1173338913415
10906316,27.5313747387407
10908189,14.0263239097023
10908192,19.6298024255847
10920049,10.6976458102179
10978692,15.7955428066542
10978708,41.2879617964679
10978709,40.8068931180281
10980029,38.2869128308640
10980036,17.2638931394013
10982749,15.5005808591159
10998123,34.3315753823960
11004124,42.7005686935232
11050021,38.2289870139208
11050024,78.8224152106278
11050027,69.9743106425770
11053230,81.7112464263705
11073867,82.3073978349740
11074084,14.1649312786339
11087002,28.0555274101836
11095716,23.8160275606481
11099442,410.0
11099732,20.6895835687669
11099827,6.59928161554502
11110829,32.6543946332414
11113035,10.4333605598560
11113036,41.5473177962351
11114477,21.8437410212402
11133788,31.0198891940447
11133789,27.1653541676124
11157567,42.3712025092352
11160520,32.5532932137485
11163281,98.4945949160092
11163282,73.9740780628948
11163375,45.8212261974555
11167053,7.30225824786290
11167061,40.9947391715523
11169872,15.2128204863463
11169874,48.6047000365535
11170305,69.0264159965241
11208666,22.8757684804284
11222456,23.2593482510384
11230093,18.4100769644185
11230094,48.1540364867410
11230097,33.3654941124559
11231095,13.5291388211670
11239442,54.7576840198660
11239713,10.6161678390810
11239901,34.1490011085771
11240106,10.4866029059059
11240107,9.26573803953817
11241875,46.6154152310485
11257281,18.9951817797124
11264319,34.1700914800837
11275483,84.0470107725477
11278198,27.6098290523048
11287379,13.1519717844477
11287664,37.9506825405448
11295369,51.5365973107877
11297824,14.3626342683460
11313034,26.9898887037742
11313293,40.0348958555983
11313298,28.4119117244809
11322979,12.9333554737918
